Reserved;Main menu;Sub menu 1;Sub menu 2;Sub menu 3;Subsystem IDX;Object IDX;Attribute IDX;Menu Type;Enum Name;Max Digits;Number of dp's;Units Table;Access Rights (read only);Access Rights (standard);Access Rights (advanced);Access Rights (service);English;German;French;Espanol;Italian;Dutch;Danish;Swedish;Finish;Polish;Russian;Chinese
;;;;3rd Line;HMI_IDX;HMI_IDX_mainOperatorView_1_3;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;3rd Line;3. Zeile;Troisi\x8Ame ligne;;;;;;;;;
;;;;Bargraph;HMI_IDX;HMI_IDX_mainOperatorView_1_bargraph;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Bargraph;Bargraph;Bargraph;;;;;;;;;
;;;Operator Page 2;;;;;MENU;;;;;;;;;Operator Page 2;Bedienerseite 2;Page op\x82rateur 2;;;;;;;;;
;;;;Display Mode;HMI_IDX;HMI_IDX_displayMode_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Display Mode;Anzeigemodus;Mode affichage;;;;;;;;;
;;;;1st Line;HMI_IDX;HMI_IDX_mainOperatorView_2_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;1st Line;1. Zeile;Premi\x8Are ligne;;;;;;;;;
;;;;2nd Line;HMI_IDX;HMI_IDX_mainOperatorView_2_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;2nd Line;2. Zeile;Deuxi\x8Ame ligne;;;;;;;;;
;;;;3rd Line;HMI_IDX;HMI_IDX_mainOperatorView_2_3;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;3rd Line;3. Zeile;Troisi\x8Ame ligne;;;;;;;;;
;;;;Bargraph;HMI_IDX;HMI_IDX_mainOperatorView_2_bargraph;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Bargraph;Bargraph;Bargraph;;;;;;;;;
;;;Operator Page 3;;;;;MENU;;;;;;;;;Operator Page 3;Bedienerseite 3;Page op\x82rateur 3;;;;;;;;;
;;;;Display Mode;HMI_IDX;HMI_IDX_displayMode_3;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Display Mode;Anzeigemodus;Mode affichage;;;;;;;;;
;;;;1st Line;HMI_IDX;HMI_IDX_mainOperatorView_3_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;1st Line;1. Zeile;Premi\x8Are ligne;;;;;;;;;
;;;;2nd Line;HMI_IDX;HMI_IDX_mainOperatorView_3_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;2nd Line;2. Zeile;Deuxi\x8Ame ligne;;;;;;;;;
;;;;3rd Line;HMI_IDX;HMI_IDX_mainOperatorView_3_3;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;3rd Line;3. Zeile;Troisi\x8Ame ligne;;;;;;;;;
;;;;Bargraph;HMI_IDX;HMI_IDX_mainOperatorView_3_bargraph;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Bargraph;Bargraph;Bargraph;;;;;;;;;
;;;Operator Page 4;;;;;MENU;;;;;;;;;Operator Page 4;Bedienerseite 4;Page op\x82rateur 4;;;;;;;;;
;;;;Display Mode;HMI_IDX;HMI_IDX_displayMode_4;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Display Mode;Anzeigemodus;Mode affichage;;;;;;;;;
;;;;1st Line;HMI_IDX;HMI_IDX_mainOperatorView_4_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;1st Line;1. Zeile;Premi\x8Are ligne;;;;;;;;;
;;;;2nd Line;HMI_IDX;HMI_IDX_mainOperatorView_4_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;2nd Line;2. Zeile;Deuxi\x8Ame ligne;;;;;;;;;
;;;;3rd Line;HMI_IDX;HMI_IDX_mainOperatorView_4_3;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;3rd Line;3. Zeile;Troisi\x8Ame ligne;;;;;;;;;
;;;;Bargraph;HMI_IDX;HMI_IDX_mainOperatorView_4_bargraph;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Bargraph;Bargraph;Bargraph;;;;;;;;;
;;Autoscroll;;;HMI_IDX;HMI_IDX_autoscrollEnable;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Autoscroll;Multiplex Mode;D\x82roulement auto;;;;;;;;;
;;;;;;;;;AUTOSCROLL_DISABLED;;;;;;;;Disable;Aus;D\x82sactiv\x82;;;;;;;;;
;;;;;;;;;AUTOSCROLL_ENABLED;;;;;;;;Enable;An;Activ\x82;;;;;;;;;
;;Flowrate Format;;;HMI_IDX;HMI_IDX_customDP_1;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Flowrate Format;Format Durchfluss;Format d\x82bit;;;;;;;;;
;;;;;;;;;0_DP;;;;;;;;X;X;X;;;;;;;;;
;;;;;;;;;1_DP;;;;;;;;X.X;X.X;X.X;;;;;;;;;
;;;;;;;;;2_DP;;;;;;;;X.XX;X.XX;X.XX;;;;;;;;;
;;;;;;;;;3_DP;;;;;;;;X.XXX;X.XXX;X.XXX;;;;;;;;;
;;;;;;;;;4_DP;;;;;;;;X.XXXX;X.XXXX;X.XXXX;;;;;;;;;
;;;;;;;;;5_DP;;;;;;;;X.XXXXX;X.XXXXX;X.XXXXX;;;;;;;;;
;;;;;;;;;6_DP;;;;;;;;X.XXXXXX;X.XXXXXX;X.XXXXXX;;;;;;;;;
;;;;;;;;;7_DP;;;;;;;;X.XXXXXXX;X.XXXXXXX;X.XXXXXXX;;;;;;;;;
;;;;;;;;;8_DP;;;;;;;;X.XXXXXXXX;X.XXXXXXXX;X.XXXXXXXX;;;;;;;;;
;;;;;;;;;9_DP;;;;;;;;X.XXXXXXXXX;X.XXXXXXXXX;X.XXXXXXXXX;;;;;;;;;
;;;;;;;;;10_DP;;;;;;;;X.XXXXXXXXXX;X.XXXXXXXXXX;X.XXXXXXXXXX;;;;;;;;;
;;;;;;;;;11_DP;;;;;;;;X.XXXXXXXXXXX;X.XXXXXXXXXXX;X.XXXXXXXXXXX;;;;;;;;;
;;;;;;;;;12_DP;;;;;;;;X.XXXXXXXXXXXX;X.XXXXXXXXXXXX;X.XXXXXXXXXXXX;;;;;;;;;
;;Totalizer Format;;;HMI_IDX;HMI_IDX_customDP_2;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Totalizer Format;Format Z\x84hler;Format totalisateur;;;;;;;;;
;;Date/Time Format;;;HMI_IDX;HMI_IDX_DateFormat;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Date/Time Format;Format Datum/Zeit;Format date/heure;;;;;;;;;
;;;;;;;;;DATE_FORMAT_DD_MM_YYYY;;;;;;;;DD-MM-YYYY;TT-MM-JJJJ;JJ-MM-AAA;;;;;;;;;
;;;;;;;;;DATE_FORMAT_MM_DD_YYYY;;;;;;;;MM-DD-YYYY;MM-TT-JJJJ;MM-JJ-AAAA;;;;;;;;;
;;;;;;;;;DATE_FORMAT_YYYY_MM_DD;;;;;;;;YYYY-MM-DD;JJJJ-MM-TT;AAAA-MM-JJ;;;;;;;;;
;;Display Test;;;HMI_IDX;HMI_IDX_displayTest;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Display Test;Display Test;Test affichage;;;;;;;;;
;;Back Mode;;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_modeLCDLight;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Back Mode;Back Mode;Back Mode;;;;;;;;;
;;;;;;;;;LIGHT_OFF;;;;;;;;Off;Off;Off;;;;;;;;;
;;;;;;;;;LIGHT_ON;;;;;;;;On;On;On;;;;;;;;;
;;;;;;;;;LIGHT_DYNAMIC;;;;;;;;Dynamic;Dynamic;Dynamic;;;;;;;;;
;;Bluetooth;;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_switchBLE;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Bluetooth;Bluetooth;Bluetooth;;;;;;;;;
;;;;;;;;;BLE_TOOTH_OFF;;;;;;;;Off;Off;Off;;;;;;;;;
;;;;;;;;;BLE_TOOTH_ON;;;;;;;;On;On;On;;;;;;;;;
;Input/Output;;;;;;;CONFIG HEADER;;;;;;;;;Input/Output;Eingang/Ausgang;Entr\x82e/Sortie;;;;;;;;;
;;Digital Output ;;;;;;MENU;;;;;;;;;Digital Output ;Digitalausgang;Sortie num\x82rique;;;;;;;;;
;;;Function;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_outputMode;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Function;Funktion;Fonction;;;;;;;;;
;;;Setup Pulse Out;;;;;MENU;;;;;;;;;Setup Pulse Out;Konfig. Pulsausgang;R\x82glageSortie Impuls;;;;;;;;;
;;;;Pulses Per Unit;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_pulseFactor;FLOAT_FIXEDUNIT_value;NUMERICAL PARAM;;8;AUTO_RANGING;Pulses;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Pulses Per Unit;Impulse pro Einheit;Impulsion par unit\x82;;;;;;;;;
;;;;Pulse Width;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_pulseWidth;FLOAT_FIXEDUNIT_value;NUMERICAL PARAM;;8;AUTO_RANGING;ms;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Pulse Width;Impulsbreite;Largeur impulsion;;;;;;;;;
;;;Setup Freq Out;;;;;MENU;;;;;;;;;Setup Freq Out;Konfig. Freqenzausg.;R\x82glageSortieFr\x82que.;;;;;;;;;
;;;;Lower Freqency;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_minFrequency;FLOAT_FIXEDUNIT_value;NUMERICAL PARAM;;8;AUTO_RANGING;Hz;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Lower Freqency;Untere Frequenz;Fr\x82quence la + basse;;;;;;;;;
;;;;Upper Freqency;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_maxFrequency;FLOAT_FIXEDUNIT_value;NUMERICAL PARAM;;8;AUTO_RANGING;Hz;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Upper Freqency;Obere Frequenz;Fr\x82quence la + haute;;;;;;;;;
;;;Alarm Config;;;;;MENU;;;;;;;;;Alarm Config;Konfig. Alarme;Configuration alarme;;;;;;;;;
;;;;General Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_generalAlarm;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;General Alarm;Sammelalarm;Alarme g\x82n\x82rale;;;;;;;;;
;;;;;;;;;ALARM_DISABLE;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;ALARM_ENABLE;;;;;;;;On;An;Marche;;;;;;;;;
;;;;Min Flowrate Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_minFlowrateAlarm;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Flowrate Alarm;Min. Alarm Durchfl.;Alarme d\x82bit min.;;;;;;;;;
;;;;Max Flowrate Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_maxFlowrateAlarm;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max Flowrate Alarm;Max. Alarm Durchfl.;Alarme d\x82bit max.;;;;;;;;;
;;;;Max Sensor T Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_maxTemperatureAlarm;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max Sensor T Alarm;Max. Alarm Temp.;Alarme Tmax. capteur;;;;;;;;;
;;;;Min Sensor T Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_minTemperatureAlarm;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Sensor T Alarm;Min. Alarm Temp.;Alarme Tmin. Capteur;;;;;;;;;
;;;;Flow Cutoff Alarm;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_lowFlowCutOff;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Flow Cutoff Alarm;Alarm Q<Schleichm.;Alarme arr\x88t d\x82bit;;;;;;;;;
;;;Active Mode;;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_lgcActState;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Active Mode;Schaltausgang ;Mode actif;;;;;;;;;
;;Field Input;;;;;;MENU;;;;;;;;;Field Input;Ext. Eingang;Entr\x82e champs;;;;;;;;;
;;;Analog In Value;;AI_IDX;AI_IDX_aiSelection;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Analog In Value;Analog-Eingang;Valeur entr\x82eAnalog.;;;;;;;;;
;;;T Ext. Upper Range;;MAPPER_IDX;MAPPER_IDX_dvTExtRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;7;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;T Ext. Upper Range;Ext.-Temp. ob. Wert;Valeur max. T ext.;;;;;;;;;
;;;T Ext. Lower Range;;MAPPER_IDX;MAPPER_IDX_dvTExtRangeObj;UOM_PF_value_1;NUMERICAL PARAM;;7;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;T Ext. Lower Range;Ext.-Temp. unt. Wert;Valeur min. T ext.;;;;;;;;;
;;;Pressure Upper Range;;MAPPER_IDX;MAPPER_IDX_dvPressureRangeRelativeObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Pressure Upper Range;Druck oberer Wert;Valeur pression max.;;;;;;;;;
;;;Pressure Lower Range;;MAPPER_IDX;MAPPER_IDX_dvPressureRangeRelativeObj;UOM_PF_value_1;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Pressure Lower Range;Druck unterer Wert;Valeur pression min.;;;;;;;;;
;;;P(abs) Upper Range;;MAPPER_IDX;MAPPER_IDX_dvPressureRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;P(abs) Upper Range;Abs.Druck ob. Wert;Valeur P abs max.;;;;;;;;;
;;;P(abs) Lower Range;;MAPPER_IDX;MAPPER_IDX_dvPressureRangeObj;UOM_PF_value_1;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;P(abs) Lower Range;Abs.Druck unt. Wert;Valeur P abs min.;;;;;;;;;
;;;Density Upper Range;;MAPPER_IDX;MAPPER_IDX_dvDensityRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM4;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Density Upper Range;Dichte oberer Wert;Valeur masseVol max.;;;;;;;;;
;;;Density Lower Range;;MAPPER_IDX;MAPPER_IDX_dvDensityRangeObj;UOM_PF_value_1;NUMERICAL PARAM;;8;AUTO_RANGING;UOM4;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Density Lower Range;Dichte unterer Wert;Valeur masseVol min.;;;;;;;;;
;;;Gas% Upper Range;;MAPPER_IDX;MAPPER_IDX_dvContentRange;DEV_RNGFLT_hiLim;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas% Upper Range;Netto-Gas%ob. Wert;Valeur teneurGaz max;;;;;;;;;
;;;Gas% Lower Range;;MAPPER_IDX;MAPPER_IDX_dvContentRange;DEV_RNGFLT_loLim;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gas% Lower Range;Netto-Gas%unt. Wert;Valeur teneurGaz min;;;;;;;;;
;;;Ext.Cutoff Trigger;;AI_IDX;AI_IDX_aiExternalCutOffOption;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Ext.Cutoff Trigger;Ext. Ausg-Abschaltw.;D\x82clench. arr\x88t ext.;;;;;;;;;
;;;T Int. Upper Range;;CDT_IDX;CDT_IDX_temperature_range_Obj;UOM_PF_value_0;NUMERICAL PARAM;;7;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;T Int. Upper Range;Ext.-Temp. ob. Wert;Valeur max. T ext.;;;;;;;;;
;;;T Int. Lower Range;;CDT_IDX;CDT_IDX_temperature_range_Obj;UOM_PF_value_1;NUMERICAL PARAM;;7;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;T Int. Lower Range;Ext.-Temp. unt. Wert;Valeur min. T ext.;;;;;;;;;
;;;React. On Input Fail;;CDT_IDX;CDT_IDX_reaction_InputFail;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;React. On Input Fail;Fehlerverhalten I/O ;Val si d¨¦faut entr¨¦e;;;;;;;;;
;;;;;;;;;PRESET;;;;;;;;Preset value;Fester Einstellwert;Valeur pr¨¦d¨¦finie;;;;;;;;;
;;;;;;;;;LAST_GOOD_VALUE;;;;;;;;Last good value;Letzter Wert;Derni¨¨re valeur ok;;;;;;;;;
;Process Alarm;;;;;;;CONFIG HEADER;;;;;;;;;Process Alarm;Prozess Alarm;Alarme de proc\x82d\x82;;;;;;;;;
;;Diagnostic History;;;;;;DIAGNOSTIC HISTORY;;;;;Process Alarm;Diagnostic History;8bca,65ad,5386,53f2;Diagnose Historie;Diagnostic History;Diagnose Historie;Historiq. Diagnostic;;;;;;;;;
;;Clear History;;;MAPPER_IDX;MAPPER_IDX_diagClearHistory;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Clear History;Alarm Hist. l\x94schen;Effacer historique;;;;;;;;;
;;Group Masking;;;;;;MENU;;;;;;;;;Group Masking;Gruppe Maskieren;Masque groupe;;;;;;;;;
;;;Maintenance Required;;MAPPER_IDX;MAPPER_IDX_diagMaintainMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Maintenance Required;Wartung;Maintenance requise;;;;;;;;;
;;;;;;;;;DISABLE;;;;;;;;Off;Aus;Arr\x88t;;;;;;;;;
;;;;;;;;;ENABLE;;;;;;;;On;An;Marche;;;;;;;;;
;;;Function Check;;MAPPER_IDX;MAPPER_IDX_diagFunCheckMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Function Check;Funktionstest;Contr\x93le fonction;;;;;;;;;
;;;Out Of Specification;;MAPPER_IDX;MAPPER_IDX_diagOffSpecMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Out Of Specification;Out of Spec.;Hors sp\x82cification;;;;;;;;;
;;Individual Masking;;;;;;MENU;;;;;;;;;Individual Masking;Einzelalarm Maski.;Masque individuel;;;;;;;;;
;;;Min Flowrate Alarm;;MAPPER_IDX;MAPPER_IDX_diagMinFlowMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Flowrate Alarm;Min. Alarm Durchfl.;Alarme d\x82bit min.;;;;;;;;;
;;;Max Flowrate Alarm;;MAPPER_IDX;MAPPER_IDX_diagMaxFlowMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max Flowrate Alarm;Max. Alarm Durchfl.;Alarme d\x82bit max.;;;;;;;;;
;;;Flow > 103%;;MAPPER_IDX;MAPPER_IDX_diagFlow103Mask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Flow > 103%;Q > 103%;D\x82bit > 103%;;;;;;;;;
;;;Flow CutOff Alarm;;MAPPER_IDX;MAPPER_IDX_diagLowCutoffMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Flow CutOff Alarm;Alarm Q<Schleichm.;Alarme arr\x88t d\x82bit;;;;;;;;;
;;;Int. T Sensor Fault;;MAPPER_IDX;MAPPER_IDX_diagTSensorFailMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Int. T Sensor Fault;Temp.-Sensor Fehler;Erreur T int.Capteur;;;;;;;;;
;;;Medium Temp OffSpec.;;MAPPER_IDX;MAPPER_IDX_diagTSensorOffSpecMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Medium Temp OffSpec.;Sens. Temp off spec ;T fluide hors spec.;;;;;;;;;
;;;Housing Temp OffSpec.;;MAPPER_IDX;MAPPER_IDX_diagTxSensorOffSpecMask;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Housing Temp OffSpec.;Tx. Temp off spec ;T bo\x8Ctier hors spec.;;;;;;;;;
;;Alarm Limits;;;;;;MENU;;;;;;;;;Alarm Limits;Alarm Grenzen;Limites alarmes;;;;;;;;;
;;;Min Flow Alarm;;MVM_IDX;MVM_IDX_QAlmRange;RANGEFLT_loLim;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Flow Alarm;Min Qv Alarm;Min. alarme Qv;;;;;;;;;
;;;Max Flow Alarm;;MVM_IDX;MVM_IDX_QAlmRange;RANGEFLT_hiLim;NUMERICAL PARAM;;6;AUTO_RANGING;%;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max Flow Alarm;Max flie\xE1en. Alarm;Max alarme flux;;;;;;;;;
;;;Min Temp.Alarm;;CDT_IDX;CDT_IDX_temperatureAlmRange_obj;UOM_PF_value_1;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Temp.Alarm;Min Temp.Alarm;Min. alarme Temp.;;;;;;;;;
;;;Max Temp.Alarm;;CDT_IDX;CDT_IDX_temperatureAlmRange_obj;UOM_PF_value_0;NUMERICAL PARAM;;8;AUTO_RANGING;UOM5;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max Temp.Alarm;Max Temp.Alarm;Max. alarme Temp.;;;;;;;;;
;;;Min P(abs) Alarm;;MAPPER_IDX;MAPPER_IDX_dvPressureAlmRangeObj;UOM_PF_value_1;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min P(abs) Alarm;Min P(abs) Alarm;Min. alarme P abs;;;;;;;;;
;;;Max P(abs) Alarm;;MAPPER_IDX;MAPPER_IDX_dvPressureAlmRangeObj;UOM_PF_value_0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM6;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Max P(abs) Alarm;Max P(abs) Alarm;Max. alarme P abs;;;;;;;;;
;;;Min Re Alarm;;SVM_IDX;SVM_IDX_ReAlmLimits;0;NUMERICAL PARAM;;9;AUTO_RANGING;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Min Re Alarm;Min Re Alarm;Min. alarme Reynolds;;;;;;;;;
;Communication;;;;;;;CONFIG HEADER;;;;;;;;;Communication;Kommunikation;Communication;;;;;;;;;
;;Service Port;;;;;;MENU;;;;;;;;;Service Port;Service Port;Port service;;;;;;;;;
;;;Baud Rate;;SERVICEPORT_IDX;SERVICEPORT_IDX_baudRate;0;NUMERICAL PARAM (view only);;6;0;bps;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Baud Rate;Baud Rate;Taux Baud;;;;;;;;;
;;Ethernet;;;;;;MENU;;;;;;;;;Ethernet;Ethernet;Ethernet;;;;;;;;;
;;;General;;;;;MENU;;;;;;;;;General;General;General;;;;;;;;;
;;;;Protocol Stack;ETH_IDX;ETH_IDX_selectedMainProtocol;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Protocol Stack;Protocol Stack;Protocol Stack;;;;;;;;;
;;;;;;;;;INVALID_PROTOCOL;;;;;;;;Invalid protocol;Invalid protocol;Invalid protocol;;;;;;;;;
;;;;;;;;;ETHERNETIP_PROTOCOL;;;;;;;;EtherNet/IP;EtherNet/IP;EtherNet/IP;;;;;;;;;
;;;;;;;;;PROFINETIO_PROTOCOL;;;;;;;;PROFINET IO;PROFINET IO;PROFINET IO;;;;;;;;;
;;;Internet Layer;;;;;MENU;;;;;;;;;Internet Layer;Internet Layer;Internet Layer;;;;;;;;;
;;;;DHCP Client;ETH_IDX;ETH_IDX_useDhcp;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;DHCP Client;DHCP Client;DHCP Client;;;;;;;;;
;;;;;;;;;DHCP_STATE_DISABLED;;;;;;;;Disable;Disable;Disable;;;;;;;;;
;;;;;;;;;DHCP_STATE_ENABLED;;;;;;;;Enable;Enable;Enable;;;;;;;;;
;;;;Host IP Address;ETH_IDX;ETH_IDX_hostAddress;0;IP ADDRESS PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Host IP Address;Host IP Address;Host IP Address;;;;;;;;;
;;;;Subnet Mask;ETH_IDX;ETH_IDX_subnetMask;0;IP ADDRESS PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Subnet Mask;Subnet Mask;Subnet Mask;;;;;;;;;
;;;;Gateway IP Address;ETH_IDX;ETH_IDX_gatewayAddress;0;IP ADDRESS PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Gateway IP Address;Gateway IP Address;Gateway IP Address;;;;;;;;;
;;;;NTP Server IP Address;ETH_IDX;ETH_IDX_ntpServerAddress;0;IP ADDRESS PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;NTP Server IP Address;NTP Server IP Address;NTP Server IP Address;;;;;;;;;
;;;;Host Name;ETH_IDX;ETH_IDX_hostName;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Host Name;Host Name;Host Name;;;;;;;;;
;;;;Domain Name;ETH_IDX;ETH_IDX_domainName;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Domain Name;Domain Name;Domain Name;;;;;;;;;
